# Семантическое ядро whalewzrd.com, версия 2 (23.09.2026)
# Источники: v1 — подсказки Google (KZ, UZ, UA, US, DE, AE) и Яндекса от 10.09; v2 — подсказки Google по 15 рынкам
# без России: KZ, UZ, BY, KG, TJ, AM, AZ, MD, UA, GE, IL, DE, US, AE, TR, с усиленными блоками «приложения», «инфобизнес» и 204 нишами.
# Вывод сбора: по русскоязычным запросам Google отдаёт почти одни и те же подсказки во всех странах; по рынкам различаются
# только запросы с гео-модификатором (колонка geo=1). Значит, страну надо закрывать не отдельными страницами, а упоминанием
# рынков в тексте и FAQ — отдельная страница под страну считается scaled content abuse.
# intent: commercial — готов купить; trust — ищет, кому доверить, или чинит проблему; tool — считает; howto — делает сам;
# definition — разбирается в терминах; informational — изучает тему. page — целевая страница; /blog — нужна статья.
# blocks: v1 | base | apps | infobiz | niche — из какого блока семян пришла фраза. regions — где Google её подсказал.
# Частотности нет и не будет: подсказки её не отдают, а выдуманные числа проекту запрещены.
query;intent;page;geo;blocks;regions;sources
таргетолог это кто и чем занимается простыми словами;informational;/meta-ads;0;v1;;yandex
таргетолог это маркетолог;informational;/meta-ads;0;v1;;google
таргетолог это простыми словами;informational;/meta-ads;0;v1|base;ae|am|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
таргетолог это смм;informational;/meta-ads;0;v1;;google
таргетолог як стати;informational;/meta-ads;0;v1;;google
таргетолог ярославль;informational;/meta-ads;0;v1;;google
таргетолог instagram;informational;/meta-ads;0;v1;;google
таргетолог meta;informational;/meta-ads;0;v1;;google
таргетолог meta ads;informational;/meta-ads;0;v1;;google
таргетологи;informational;/meta-ads;0;v1|base;az;yandex|google-v2
таргетологи вк;informational;/meta-ads;0;v1;;yandex
таргетологи это;informational;/meta-ads;0;v1;;yandex
таргетология что это;informational;/meta-ads;0;v1;;yandex
таргетология это;informational;/meta-ads;0;v1;;yandex
трафик для инстаграм;informational;/meta-ads;0;v1;;google
требуется таргетолог казахстан;informational;/meta-ads;1;v1;;yandex
требуется таргетолог удаленно;informational;/meta-ads;0;v1|base;uz;google|google-v2
фас реклама в инстаграм;informational;/meta-ads;0;v1;;yandex
фас россии реклама в инстаграм;informational;/meta-ads;0;v1;;google
фриланс таргетолог это;informational;/meta-ads;0;v1;;google
хештеги для продвижения в инстаграм;informational;/meta-ads;0;v1;;yandex
хороший таргетолог;informational;/meta-ads;0;v1;;google
чем грозит реклама в инстаграм;informational;/meta-ads;0;v1;;google
через meta ads manager;informational;/meta-ads;0;v1;;google
что делает таргетолог инстаграм;informational;/meta-ads;0;v1;;google
эффективна ли реклама в инстаграм;informational;/meta-ads;0;v1;;google
эффективная реклама в инстаграм;informational;/meta-ads;0;v1;;google
я таргетолог;informational;/meta-ads;0;v1;;google
як працює реклама в фейсбук;informational;/meta-ads;0;v1;;google
app installs meta ads;informational;/meta-ads;0;apps;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google-v2
consultant meta ads;informational;/meta-ads;0;v1;;google
conversions api facebook;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|ua|us|uz;google|google-v2
conversions api meta;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|ua|us|uz;google|google-v2
conversions api token meta;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
enhanced conversions meta;informational;/meta-ads;0;v1;;google
expert meta ads;informational;/meta-ads;0;v1;;google
facebook ads manager управление рекламой в инстаграм;informational;/meta-ads;0;v1;;google
facebook meta ads;informational;/meta-ads;0;v1;;yandex
hh таргетолог удаленно;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
meta ads;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
meta ads библиотека;informational;/meta-ads;0;v1;;google
meta ads в россии;informational;/meta-ads;0;v1;;google
meta ads вход;informational;/meta-ads;0;v1;;google|yandex
meta ads как пользоваться;informational;/meta-ads;0;v1;;google
meta ads менеджер;informational;/meta-ads;0;v1;;yandex
meta ads поддержка;informational;/meta-ads;0;v1;;google
meta ads регистрация;informational;/meta-ads;0;v1;;google
meta ads реклама;informational;/meta-ads;0;v1;;google
meta ads це;informational;/meta-ads;0;v1|base;ua;google|google-v2
meta ads что это;informational;/meta-ads;0;v1;;google|yandex
meta ads що це;informational;/meta-ads;0;v1;;google
meta ads що це таке;informational;/meta-ads;0;v1;;google
meta ads это;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
meta ads api;informational;/meta-ads;0;v1;;google
meta ads app install;informational;/meta-ads;0;apps;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google-v2
meta ads app promotion;informational;/meta-ads;0;apps;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google-v2
meta ads b;informational;/meta-ads;0;v1;;google
meta ads b roll;informational;/meta-ads;0;v1;;google
meta ads c'est quoi;informational;/meta-ads;0;v1;;google
meta ads cli;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|us|uz;google|google-v2
meta ads coursera;informational;/meta-ads;0;v1;;yandex
meta ads d;informational;/meta-ads;0;v1;;google
meta ads e;informational;/meta-ads;0;v1;;google
meta ads e claude;informational;/meta-ads;0;v1;;google
meta ads e commerce;informational;/meta-ads;0;v1;;google
meta ads e learning;informational;/meta-ads;0;v1;;google
meta ads e manus;informational;/meta-ads;0;v1;;google
meta ads e pago;informational;/meta-ads;0;v1;;google
meta ads ebook;informational;/meta-ads;0;v1;;google
meta ads f;informational;/meta-ads;0;v1;;google
meta ads instagram;informational;/meta-ads;0;v1|base;ae|am|az|by|ge|il|kg|kz|md|tj|tr|us|uz;google|yandex|google-v2
meta ads library;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
meta ads library сайт;informational;/meta-ads;0;v1;;yandex
meta ads logo;informational;/meta-ads;0;v1|base;tj|tr|ua;yandex|google-v2
meta ads manager;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
meta ads manager вход;informational;/meta-ads;0;v1;;yandex
meta ads manager инстаграм;informational;/meta-ads;0;v1;;yandex
meta ads manager как пользоваться;informational;/meta-ads;0;v1;;google
meta ads manager радиус;informational;/meta-ads;0;v1;;google
meta ads manager регистрация;informational;/meta-ads;0;v1;;google
meta ads manager сайт;informational;/meta-ads;0;v1;;yandex
meta ads manager це;informational;/meta-ads;0;v1;;google
meta ads manager что это;informational;/meta-ads;0;v1;;google
meta ads manager это;informational;/meta-ads;0;v1;;google
meta ads manager facebook;informational;/meta-ads;0;v1;;yandex
meta ads manager giriş;informational;/meta-ads;0;v1;;yandex
meta ads manager instagram;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
meta ads manager login;informational;/meta-ads;0;base;de;google-v2
meta ads mcp;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
meta ads specs;informational;/meta-ads;0;v1;;google
meta ads support;informational;/meta-ads;0;v1;;google
meta ads t;informational;/meta-ads;0;v1;;google
meta ads t shirt;informational;/meta-ads;0;v1;;google
meta ads x;informational;/meta-ads;0;v1;;google
meta ads x claude;informational;/meta-ads;0;v1;;google
meta ads x shopee;informational;/meta-ads;0;v1;;google
meta ads x shopee affiliate;informational;/meta-ads;0;v1;;google
meta ads.c;informational;/meta-ads;0;v1;;google
meta capi;informational;/meta-ads;0;v1;;google|yandex
meta capi crm;informational;/meta-ads;0;v1;;google
meta capi documentation;informational;/meta-ads;0;v1;;google
meta capi kommo;informational;/meta-ads;0;v1;;google
meta capi logo;informational;/meta-ads;0;v1;;google
meta capital;informational;/meta-ads;0;v1;;google
meta capital expenditures 2026;informational;/meta-ads;0;v1;;google
meta capital llc;informational;/meta-ads;0;v1;;google
meta capital mmc;informational;/meta-ads;0;v1;;google
meta capitalization;informational;/meta-ads;0;v1;;google
meta pixel;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
meta pixel что это;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
meta pixel code;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
meta pixel events;informational;/meta-ads;0;v1;;google
meta pixel helper;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
meta pixel helper для chrome;informational;/meta-ads;0;base;az|de;google-v2
meta pixel helper расширение;informational;/meta-ads;0;v1|base;ae|am|by|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
meta pixel helper chrome;informational;/meta-ads;0;v1|base;ae|am|by|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
meta pixel helper chrome extension;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
meta pixel helper chrome web store;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
meta pixel helper download;informational;/meta-ads;0;v1|base;az|de;google|google-v2
meta pixel id;informational;/meta-ads;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
meta pixel is unavailable. go to events manager to learn more;informational;/meta-ads;0;v1;;google
offline conversions meta ads;informational;/meta-ads;0;v1;;google
professional meta ads;informational;/meta-ads;0;v1;;google
professional meta ads manager;informational;/meta-ads;0;v1;;google
r/meta ads;informational;/meta-ads;0;v1;;google
specialist meta ads;informational;/meta-ads;0;v1;;google
видео реклама приложения;informational;/meta-apps;0;v1;;google
вк реклама мобильные приложения;informational;/meta-apps;0;v1;;google
вк реклама приложение;informational;/meta-apps;0;v1;;yandex
